,0,1,2,3,4,5,6,7,8
112.5,Case Keenum,Los Angeles Rams,Royce Freeman,Todd Gurley II,Larry Fitzgerald,Golden Tate,Demaryius Thomas,Ricky Seals-Jones,Tyler Higbee
112.5,Tom Brady,Los Angeles Rams,Marshawn Lynch,Todd Gurley II,Pierre Garcon,Chris Hogan,Demaryius Thomas,Kenny Golladay,Jeff Heuerman
112.5,Sam Bradford,San Francisco 49ers,Jalen Richard,Alfred Morris,Todd Gurley II,Pierre Garcon,Cooper Kupp,Kenny Golladay,Rob Gronkowski
112.4,Case Keenum,Jacksonville Jaguars,Royce Freeman,Theo Riddick,Larry Fitzgerald,Golden Tate,Demaryius Thomas,Amari Cooper,Rob Gronkowski
112.4,Sam Bradford,Oakland Raiders,Alfred Morris,Todd Gurley II,Phillip Lindsay,Larry Fitzgerald,Emmanuel Sanders,Demaryius Thomas,George Kittle
112.4,Case Keenum,San Francisco 49ers,T.J. Yeldon,Todd Gurley II,Pierre Garcon,Chris Hogan,Kenny Golladay,Jared Cook,George Kittle
112.3,Case Keenum,Detroit Lions,Royce Freeman,Jalen Richard,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,Golden Tate,Rob Gronkowski
112.3,Jimmy Garoppolo,Los Angeles Rams,T.J. Yeldon,Alfred Morris,James White,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,George Kittle
112.3,Tom Brady,New England Patriots,T.J. Yeldon,Marshawn Lynch,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Austin Seferian-Jenkins,Rob Gronkowski
112.2,Blake Bortles,San Francisco 49ers,T.J. Yeldon,Todd Gurley II,Corey Grant,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,Jeff Heuerman
112.2,Case Keenum,Detroit Lions,Royce Freeman,James White,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Chris Hogan,Rob Gronkowski
112.2,Case Keenum,Arizona Cardinals,Jalen Richard,Todd Gurley II,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Jeff Heuerman,Rob Gronkowski
112.1,Matthew Stafford,Los Angeles Rams,Royce Freeman,T.J. Yeldon,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Jeff Heuerman,Rob Gronkowski
112.1,Blake Bortles,Los Angeles Rams,Todd Gurley II,Phillip Lindsay,Pierre Garcon,Chris Hogan,Demaryius Thomas,Kenny Golladay,Jared Cook
112.1,Tom Brady,Denver Broncos,Todd Gurley II,Phillip Lindsay,Theo Riddick,Pierre Garcon,Robert Woods,Demaryius Thomas,George Kittle
112.0,Case Keenum,Arizona Cardinals,Jalen Richard,Todd Gurley II,James White,Larry Fitzgerald,Pierre Garcon,Golden Tate,Austin Seferian-Jenkins
112.0,Sam Bradford,San Francisco 49ers,Marshawn Lynch,Todd Gurley II,Pierre Garcon,Chris Hogan,Kenny Golladay,Jared Cook,Rob Gronkowski
112.0,Jimmy Garoppolo,Jacksonville Jaguars,Todd Gurley II,Theo Riddick,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Demaryius Thomas,Tyler Higbee
111.9,Matthew Stafford,Jacksonville Jaguars,T.J. Yeldon,Matt Breida,Larry Fitzgerald,Pierre Garcon,Chris Hogan,Demaryius Thomas,George Kittle
111.9,Jimmy Garoppolo,Arizona Cardinals,T.J. Yeldon,Phillip Lindsay,Pierre Garcon,Emmanuel Sanders,Amari Cooper,George Kittle,Rob Gronkowski
111.9,Blake Bortles,Detroit Lions,T.J. Yeldon,Todd Gurley II,Theo Riddick,Larry Fitzgerald,Pierre Garcon,Amari Cooper,Tyler Higbee
111.8,Jimmy Garoppolo,Los Angeles Rams,Todd Gurley II,Theo Riddick,Corey Grant,Larry Fitzgerald,Pierre Garcon,Chris Hogan,Ricky Seals-Jones
111.8,Jared Goff,Jacksonville Jaguars,Todd Gurley II,Matt Breida,Marvin Jones Jr.,Emmanuel Sanders,Demaryius Thomas,Austin Seferian-Jenkins,Jared Cook
111.8,Tom Brady,Arizona Cardinals,Todd Gurley II,James White,Larry Fitzgerald,Pierre Garcon,Kenny Golladay,Amari Cooper,Tyler Higbee
111.7,Matthew Stafford,Los Angeles Rams,Alfred Morris,Matt Breida,James White,Pierre Garcon,Demaryius Thomas,Kenny Golladay,Rob Gronkowski
111.7,Blake Bortles,San Francisco 49ers,T.J. Yeldon,Theo Riddick,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,George Kittle,Rob Gronkowski
111.7,Case Keenum,Jacksonville Jaguars,Royce Freeman,T.J. Yeldon,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,Amari Cooper,Austin Seferian-Jenkins
111.6,Case Keenum,Arizona Cardinals,Royce Freeman,Todd Gurley II,James White,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Tyler Higbee
111.6,Jared Goff,Jacksonville Jaguars,T.J. Yeldon,Matt Breida,Larry Fitzgerald,Pierre Garcon,Golden Tate,Amari Cooper,George Kittle
111.6,Jimmy Garoppolo,Los Angeles Rams,T.J. Yeldon,Matt Breida,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Jeff Heuerman,Rob Gronkowski
111.5,Case Keenum,Arizona Cardinals,Royce Freeman,Phillip Lindsay,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Robert Woods,Rob Gronkowski
111.5,Jared Goff,Los Angeles Rams,Todd Gurley II,Theo Riddick,Corey Grant,Marvin Jones Jr.,Emmanuel Sanders,Demaryius Thomas,Austin Seferian-Jenkins
111.5,Matthew Stafford,Detroit Lions,Todd Gurley II,Matt Breida,Marvin Jones Jr.,Emmanuel Sanders,Demaryius Thomas,Jeff Heuerman,George Kittle
111.4,Jared Goff,Los Angeles Rams,T.J. Yeldon,Theo Riddick,Larry Fitzgerald,Cooper Kupp,Golden Tate,Jared Cook,Rob Gronkowski
111.4,Tom Brady,Los Angeles Rams,Jalen Richard,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Jeff Heuerman
111.4,Blake Bortles,New England Patriots,T.J. Yeldon,Theo Riddick,Larry Fitzgerald,Pierre Garcon,Chris Hogan,Kenny Golladay,Rob Gronkowski
111.3,Case Keenum,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,Pierre Garcon,Kenny Golladay,Amari Cooper,Austin Seferian-Jenkins,Jeff Heuerman
111.3,Sam Bradford,San Francisco 49ers,Royce Freeman,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Cooper Kupp,Golden Tate,Jared Cook
111.3,Sam Bradford,San Francisco 49ers,T.J. Yeldon,Theo Riddick,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,Rob Gronkowski
111.2,Jimmy Garoppolo,Los Angeles Rams,Todd Gurley II,Matt Breida,Larry Fitzgerald,Pierre Garcon,Cooper Kupp,Ricky Seals-Jones,Tyler Higbee
111.2,Tom Brady,Los Angeles Rams,Jalen Richard,Todd Gurley II,James White,Pierre Garcon,Robert Woods,Kenny Golladay,Austin Seferian-Jenkins
111.2,Blake Bortles,Oakland Raiders,Marshawn Lynch,Todd Gurley II,Pierre Garcon,Robert Woods,Demaryius Thomas,Kenny Golladay,Jared Cook
111.1,Jimmy Garoppolo,Detroit Lions,T.J. Yeldon,Marshawn Lynch,Todd Gurley II,Cooper Kupp,Robert Woods,Kenny Golladay,Jeff Heuerman
111.1,Matthew Stafford,Jacksonville Jaguars,T.J. Yeldon,Matt Breida,Larry Fitzgerald,Brandin Cooks,Golden Tate,Demaryius Thomas,Jared Cook
111.1,Case Keenum,Detroit Lions,Alfred Morris,Todd Gurley II,Pierre Garcon,Emmanuel Sanders,Kenny Golladay,Austin Seferian-Jenkins,Ricky Seals-Jones
111.0,Tom Brady,Denver Broncos,Todd Gurley II,Matt Breida,Theo Riddick,Marvin Jones Jr.,Emmanuel Sanders,Demaryius Thomas,Jeff Heuerman
111.0,Blake Bortles,Los Angeles Rams,Royce Freeman,T.J. Yeldon,Larry Fitzgerald,Pierre Garcon,Kenny Golladay,Amari Cooper,George Kittle
111.0,Blake Bortles,San Francisco 49ers,T.J. Yeldon,Phillip Lindsay,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,George Kittle,Rob Gronkowski
110.9,Jimmy Garoppolo,Los Angeles Rams,Jalen Richard,Todd Gurley II,Cooper Kupp,Robert Woods,Kenny Golladay,Rob Gronkowski,Tyler Higbee
110.9,Jimmy Garoppolo,Detroit Lions,T.J. Yeldon,Phillip Lindsay,Theo Riddick,Larry Fitzgerald,Pierre Garcon,Chris Hogan,Rob Gronkowski
110.9,Jimmy Garoppolo,Oakland Raiders,Jalen Richard,Alfred Morris,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,Demaryius Thomas,Rob Gronkowski
110.8,Matthew Stafford,New England Patriots,Todd Gurley II,James White,Pierre Garcon,Kenny Golladay,Amari Cooper,Austin Seferian-Jenkins,George Kittle
110.8,Jared Goff,Los Angeles Rams,T.J. Yeldon,Phillip Lindsay,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,Amari Cooper,Ricky Seals-Jones
110.8,Jared Goff,Jacksonville Jaguars,Todd Gurley II,Theo Riddick,James White,Larry Fitzgerald,Pierre Garcon,Amari Cooper,Jared Cook
110.7,Case Keenum,Los Angeles Rams,T.J. Yeldon,Corey Grant,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Golden Tate,George Kittle
110.7,Jimmy Garoppolo,Oakland Raiders,T.J. Yeldon,Alfred Morris,Pierre Garcon,Emmanuel Sanders,Kenny Golladay,Austin Seferian-Jenkins,Rob Gronkowski
110.7,Matthew Stafford,Jacksonville Jaguars,Alfred Morris,Todd Gurley II,James White,Larry Fitzgerald,Chris Hogan,Demaryius Thomas,Jeff Heuerman
110.6,Tom Brady,Detroit Lions,Todd Gurley II,Matt Breida,Theo Riddick,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Jeff Heuerman
110.6,Blake Bortles,San Francisco 49ers,Todd Gurley II,Matt Breida,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Austin Seferian-Jenkins,Jared Cook
110.6,Tom Brady,Denver Broncos,T.J. Yeldon,Marshawn Lynch,Larry Fitzgerald,Brandin Cooks,Golden Tate,Demaryius Thomas,Jared Cook
110.5,Case Keenum,Detroit Lions,T.J. Yeldon,Todd Gurley II,Theo Riddick,Pierre Garcon,Demaryius Thomas,Kenny Golladay,Tyler Higbee
110.5,Blake Bortles,Arizona Cardinals,T.J. Yeldon,James White,Larry Fitzgerald,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Ricky Seals-Jones
110.5,Tom Brady,Arizona Cardinals,T.J. Yeldon,Corey Grant,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Austin Seferian-Jenkins,Rob Gronkowski
110.4,Case Keenum,Jacksonville Jaguars,T.J. Yeldon,Matt Breida,Larry Fitzgerald,Pierre Garcon,Cooper Kupp,Golden Tate,Austin Seferian-Jenkins
110.4,Matthew Stafford,Detroit Lions,Marshawn Lynch,Todd Gurley II,Phillip Lindsay,Cooper Kupp,Robert Woods,Kenny Golladay,Ricky Seals-Jones
110.4,Tom Brady,Los Angeles Rams,T.J. Yeldon,Jalen Richard,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,Jeff Heuerman,Rob Gronkowski
110.3,Blake Bortles,Arizona Cardinals,Jalen Richard,Todd Gurley II,Pierre Garcon,Robert Woods,Demaryius Thomas,Kenny Golladay,Ricky Seals-Jones
110.3,Jimmy Garoppolo,Arizona Cardinals,Todd Gurley II,Corey Grant,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Austin Seferian-Jenkins,Ricky Seals-Jones
110.3,Blake Bortles,Detroit Lions,T.J. Yeldon,Marshawn Lynch,Corey Grant,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Rob Gronkowski
110.2,Matthew Stafford,Los Angeles Rams,Royce Freeman,Todd Gurley II,Pierre Garcon,Emmanuel Sanders,Kenny Golladay,Austin Seferian-Jenkins,Tyler Higbee
110.2,Tom Brady,Denver Broncos,Royce Freeman,T.J. Yeldon,Marshawn Lynch,Larry Fitzgerald,Pierre Garcon,Golden Tate,Austin Seferian-Jenkins
110.2,Blake Bortles,New England Patriots,T.J. Yeldon,Matt Breida,Larry Fitzgerald,Golden Tate,Demaryius Thomas,Amari Cooper,Ricky Seals-Jones
110.1,Matthew Stafford,Los Angeles Rams,T.J. Yeldon,Jalen Richard,Pierre Garcon,Chris Hogan,Kenny Golladay,George Kittle,Rob Gronkowski
110.1,Case Keenum,Denver Broncos,Todd Gurley II,Phillip Lindsay,Corey Grant,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,George Kittle
110.1,Tom Brady,New England Patriots,Jalen Richard,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Robert Woods,Jeff Heuerman
110.0,Jimmy Garoppolo,Arizona Cardinals,Royce Freeman,Theo Riddick,Larry Fitzgerald,Golden Tate,Demaryius Thomas,George Kittle,Rob Gronkowski
110.0,Matthew Stafford,Los Angeles Rams,Royce Freeman,T.J. Yeldon,Marshawn Lynch,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Jared Cook
110.0,Jared Goff,Jacksonville Jaguars,Theo Riddick,James White,Larry Fitzgerald,Pierre Garcon,Golden Tate,Kenny Golladay,Rob Gronkowski
109.9,Case Keenum,Arizona Cardinals,Royce Freeman,Todd Gurley II,Pierre Garcon,Cooper Kupp,Kenny Golladay,Austin Seferian-Jenkins,Ricky Seals-Jones
109.9,Jimmy Garoppolo,Los Angeles Rams,Todd Gurley II,Theo Riddick,James White,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Tyler Higbee
109.9,Tom Brady,Jacksonville Jaguars,Royce Freeman,Phillip Lindsay,Pierre Garcon,Robert Woods,Demaryius Thomas,Kenny Golladay,Rob Gronkowski
109.8,Matthew Stafford,Detroit Lions,Royce Freeman,T.J. Yeldon,Pierre Garcon,Emmanuel Sanders,Kenny Golladay,Amari Cooper,Ricky Seals-Jones
109.8,Tom Brady,Denver Broncos,Todd Gurley II,Matt Breida,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,Ricky Seals-Jones,Tyler Higbee
109.8,Blake Bortles,Oakland Raiders,Royce Freeman,T.J. Yeldon,Alfred Morris,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,George Kittle
109.7,Blake Bortles,San Francisco 49ers,Jalen Richard,Todd Gurley II,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,Demaryius Thomas,Tyler Higbee
109.7,Sam Bradford,San Francisco 49ers,T.J. Yeldon,Alfred Morris,Todd Gurley II,Pierre Garcon,Chris Hogan,Demaryius Thomas,Tyler Higbee
109.7,Jimmy Garoppolo,Jacksonville Jaguars,Todd Gurley II,Matt Breida,Larry Fitzgerald,Pierre Garcon,Demaryius Thomas,Austin Seferian-Jenkins,Tyler Higbee
109.6,Jared Goff,Jacksonville Jaguars,T.J. Yeldon,James White,Pierre Garcon,Kenny Golladay,Amari Cooper,Ricky Seals-Jones,Rob Gronkowski
109.6,Tom Brady,Detroit Lions,Royce Freeman,Alfred Morris,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Golden Tate,Ricky Seals-Jones
109.6,Jimmy Garoppolo,Jacksonville Jaguars,Royce Freeman,Todd Gurley II,Phillip Lindsay,Larry Fitzgerald,Golden Tate,Kenny Golladay,Jeff Heuerman
109.5,Case Keenum,San Francisco 49ers,Jalen Richard,Todd Gurley II,James White,Larry Fitzgerald,Pierre Garcon,Chris Hogan,Austin Seferian-Jenkins
109.5,Matthew Stafford,New England Patriots,Jalen Richard,Todd Gurley II,Pierre Garcon,Chris Hogan,Demaryius Thomas,Kenny Golladay,Jared Cook
109.5,Matthew Stafford,Los Angeles Rams,T.J. Yeldon,Marshawn Lynch,Larry Fitzgerald,Golden Tate,Kenny Golladay,George Kittle,Ricky Seals-Jones
109.4,Case Keenum,Denver Broncos,Royce Freeman,T.J. Yeldon,Alfred Morris,Larry Fitzgerald,Pierre Garcon,Golden Tate,Ricky Seals-Jones
109.4,Case Keenum,Los Angeles Rams,T.J. Yeldon,James White,Larry Fitzgerald,Emmanuel Sanders,Demaryius Thomas,Austin Seferian-Jenkins,George Kittle
109.4,Blake Bortles,Arizona Cardinals,Alfred Morris,James White,Pierre Garcon,Cooper Kupp,Emmanuel Sanders,Kenny Golladay,Rob Gronkowski
109.3,Blake Bortles,San Francisco 49ers,Todd Gurley II,Matt Breida,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Kenny Golladay,Jeff Heuerman
109.3,Jimmy Garoppolo,Detroit Lions,Royce Freeman,T.J. Yeldon,James White,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,Jared Cook
109.3,Blake Bortles,Oakland Raiders,Jalen Richard,Todd Gurley II,Larry Fitzgerald,Golden Tate,Demaryius Thomas,Jared Cook,George Kittle
109.2,Tom Brady,Jacksonville Jaguars,T.J. Yeldon,Matt Breida,Larry Fitzgerald,Cooper Kupp,Emmanuel Sanders,George Kittle,Ricky Seals-Jones
109.2,Tom Brady,Denver Broncos,Royce Freeman,Jalen Richard,Pierre Garcon,Cooper Kupp,Emmanuel Sanders,Kenny Golladay,Rob Gronkowski
109.2,Case Keenum,Denver Broncos,T.J. Yeldon,Matt Breida,James White,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,George Kittle
109.1,Case Keenum,Jacksonville Jaguars,Todd Gurley II,Phillip Lindsay,Theo Riddick,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,Jared Cook
109.1,Sam Bradford,Oakland Raiders,T.J. Yeldon,Matt Breida,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Jared Cook,Rob Gronkowski
109.1,Tom Brady,Los Angeles Rams,Theo Riddick,James White,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Golden Tate,George Kittle
109.0,Jared Goff,Jacksonville Jaguars,T.J. Yeldon,Alfred Morris,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Austin Seferian-Jenkins
109.0,Jimmy Garoppolo,Jacksonville Jaguars,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Demaryius Thomas,Austin Seferian-Jenkins,Jeff Heuerman
109.0,Tom Brady,Jacksonville Jaguars,Todd Gurley II,Phillip Lindsay,Theo Riddick,Cooper Kupp,Robert Woods,Kenny Golladay,Ricky Seals-Jones
108.9,Matthew Stafford,New England Patriots,Jalen Richard,Todd Gurley II,Theo Riddick,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Jared Cook
108.9,Matthew Stafford,New England Patriots,T.J. Yeldon,Matt Breida,Pierre Garcon,Robert Woods,Kenny Golladay,Jared Cook,Rob Gronkowski
108.9,Case Keenum,Los Angeles Rams,Royce Freeman,Phillip Lindsay,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,Amari Cooper,George Kittle
108.8,Blake Bortles,New England Patriots,Todd Gurley II,Matt Breida,Theo Riddick,Larry Fitzgerald,Pierre Garcon,Golden Tate,Tyler Higbee
108.8,Matthew Stafford,Detroit Lions,Alfred Morris,James White,Pierre Garcon,Cooper Kupp,Emmanuel Sanders,Ricky Seals-Jones,Rob Gronkowski
108.8,Case Keenum,Denver Broncos,T.J. Yeldon,Marshawn Lynch,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Demaryius Thomas,Jared Cook
108.7,Matthew Stafford,Jacksonville Jaguars,Royce Freeman,T.J. Yeldon,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,Amari Cooper,Tyler Higbee
108.7,Blake Bortles,Los Angeles Rams,Theo Riddick,James White,Marvin Jones Jr.,Emmanuel Sanders,Demaryius Thomas,Ricky Seals-Jones,Rob Gronkowski
108.7,Blake Bortles,Los Angeles Rams,T.J. Yeldon,Alfred Morris,James White,Larry Fitzgerald,Golden Tate,Demaryius Thomas,Jared Cook
108.6,Sam Bradford,Oakland Raiders,T.J. Yeldon,Theo Riddick,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,Jared Cook,Rob Gronkowski
108.6,Blake Bortles,Los Angeles Rams,Royce Freeman,T.J. Yeldon,Phillip Lindsay,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Austin Seferian-Jenkins
108.6,Tom Brady,Los Angeles Rams,Royce Freeman,Phillip Lindsay,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Golden Tate,Austin Seferian-Jenkins
108.5,Tom Brady,Detroit Lions,T.J. Yeldon,Jalen Richard,Larry Fitzgerald,Pierre Garcon,Cooper Kupp,Emmanuel Sanders,Ricky Seals-Jones
108.5,Case Keenum,Detroit Lions,T.J. Yeldon,Marshawn Lynch,Marvin Jones Jr.,Emmanuel Sanders,Demaryius Thomas,Jeff Heuerman,Rob Gronkowski
108.5,Tom Brady,Detroit Lions,Jalen Richard,Todd Gurley II,Theo Riddick,Pierre Garcon,Kenny Golladay,Amari Cooper,Ricky Seals-Jones
108.4,Case Keenum,Arizona Cardinals,Royce Freeman,T.J. Yeldon,James White,Larry Fitzgerald,Golden Tate,Kenny Golladay,George Kittle
108.4,Jimmy Garoppolo,Arizona Cardinals,T.J. Yeldon,Alfred Morris,Pierre Garcon,Emmanuel Sanders,Kenny Golladay,Amari Cooper,Ricky Seals-Jones
108.4,Blake Bortles,Los Angeles Rams,Alfred Morris,James White,Pierre Garcon,Demaryius Thomas,Kenny Golladay,George Kittle,Rob Gronkowski
108.3,Matthew Stafford,Detroit Lions,Royce Freeman,T.J. Yeldon,Pierre Garcon,Robert Woods,Demaryius Thomas,Jeff Heuerman,Rob Gronkowski
108.3,Jimmy Garoppolo,Oakland Raiders,Todd Gurley II,Theo Riddick,Corey Grant,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Austin Seferian-Jenkins
108.3,Case Keenum,Jacksonville Jaguars,T.J. Yeldon,Matt Breida,Larry Fitzgerald,Pierre Garcon,Kenny Golladay,Amari Cooper,Austin Seferian-Jenkins
108.2,Tom Brady,Los Angeles Rams,T.J. Yeldon,Theo Riddick,Corey Grant,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,George Kittle
108.2,Jimmy Garoppolo,Detroit Lions,T.J. Yeldon,James White,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Jeff Heuerman,Rob Gronkowski
108.2,Tom Brady,Los Angeles Rams,Marshawn Lynch,Matt Breida,Larry Fitzgerald,Pierre Garcon,Cooper Kupp,Golden Tate,Jared Cook
108.1,Blake Bortles,Arizona Cardinals,T.J. Yeldon,Matt Breida,Larry Fitzgerald,Pierre Garcon,Kenny Golladay,Amari Cooper,Ricky Seals-Jones
108.1,Jared Goff,Jacksonville Jaguars,Royce Freeman,T.J. Yeldon,Alfred Morris,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Ricky Seals-Jones
108.1,Jimmy Garoppolo,Oakland Raiders,Royce Freeman,Theo Riddick,Larry Fitzgerald,Golden Tate,Amari Cooper,Ricky Seals-Jones,Rob Gronkowski
108.0,Matthew Stafford,Detroit Lions,Royce Freeman,T.J. Yeldon,Marshawn Lynch,Pierre Garcon,Cooper Kupp,Emmanuel Sanders,Austin Seferian-Jenkins
108.0,Tom Brady,Denver Broncos,Todd Gurley II,Theo Riddick,Larry Fitzgerald,Pierre Garcon,Demaryius Thomas,Austin Seferian-Jenkins,Tyler Higbee
108.0,Matthew Stafford,Detroit Lions,Alfred Morris,James White,Larry Fitzgerald,Cooper Kupp,Emmanuel Sanders,Golden Tate,Ricky Seals-Jones
107.9,Blake Bortles,Detroit Lions,T.J. Yeldon,Matt Breida,Larry Fitzgerald,Golden Tate,Kenny Golladay,Rob Gronkowski,Tyler Higbee
107.9,Jimmy Garoppolo,Jacksonville Jaguars,T.J. Yeldon,Marshawn Lynch,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Golden Tate,Jeff Heuerman
107.9,Blake Bortles,Detroit Lions,T.J. Yeldon,Jalen Richard,Alfred Morris,Pierre Garcon,Kenny Golladay,Amari Cooper,Rob Gronkowski
107.8,Matthew Stafford,Detroit Lions,Royce Freeman,Todd Gurley II,Pierre Garcon,Cooper Kupp,Kenny Golladay,Jeff Heuerman,George Kittle
107.8,Blake Bortles,San Francisco 49ers,Royce Freeman,T.J. Yeldon,Alfred Morris,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,Austin Seferian-Jenkins
107.8,Case Keenum,Los Angeles Rams,T.J. Yeldon,Theo Riddick,Pierre Garcon,Robert Woods,Demaryius Thomas,Kenny Golladay,George Kittle
107.7,Case Keenum,Jacksonville Jaguars,Todd Gurley II,Theo Riddick,Pierre Garcon,Robert Woods,Demaryius Thomas,Kenny Golladay,Jeff Heuerman
107.7,Sam Bradford,San Francisco 49ers,Todd Gurley II,Phillip Lindsay,Theo Riddick,Pierre Garcon,Robert Woods,Demaryius Thomas,George Kittle
107.7,Case Keenum,Arizona Cardinals,T.J. Yeldon,Marshawn Lynch,Pierre Garcon,Cooper Kupp,Kenny Golladay,Jared Cook,Rob Gronkowski
107.6,Case Keenum,Los Angeles Rams,T.J. Yeldon,Theo Riddick,James White,Larry Fitzgerald,Cooper Kupp,Emmanuel Sanders,Austin Seferian-Jenkins
107.6,Sam Bradford,San Francisco 49ers,Jalen Richard,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Demaryius Thomas,Jared Cook,George Kittle
107.6,Tom Brady,Denver Broncos,T.J. Yeldon,Matt Breida,Larry Fitzgerald,Pierre Garcon,Cooper Kupp,Golden Tate,Tyler Higbee
107.5,Sam Bradford,Oakland Raiders,T.J. Yeldon,Todd Gurley II,Corey Grant,Larry Fitzgerald,Pierre Garcon,Chris Hogan,Jeff Heuerman
107.5,Matthew Stafford,New England Patriots,Todd Gurley II,Theo Riddick,Larry Fitzgerald,Golden Tate,Kenny Golladay,Jeff Heuerman,George Kittle
107.5,Jimmy Garoppolo,Oakland Raiders,Marshawn Lynch,Phillip Lindsay,Pierre Garcon,Chris Hogan,Demaryius Thomas,Kenny Golladay,Rob Gronkowski
107.4,Tom Brady,Arizona Cardinals,Royce Freeman,T.J. Yeldon,Theo Riddick,Larry Fitzgerald,Emmanuel Sanders,Demaryius Thomas,Jared Cook
107.4,Tom Brady,Arizona Cardinals,Marshawn Lynch,Matt Breida,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Ricky Seals-Jones
107.4,Jimmy Garoppolo,Oakland Raiders,Royce Freeman,Phillip Lindsay,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,George Kittle,Rob Gronkowski
107.3,Blake Bortles,New England Patriots,T.J. Yeldon,Phillip Lindsay,Larry Fitzgerald,Brandin Cooks,Golden Tate,Demaryius Thomas,Austin Seferian-Jenkins
107.3,Matthew Stafford,New England Patriots,Royce Freeman,Alfred Morris,Pierre Garcon,Demaryius Thomas,Kenny Golladay,Ricky Seals-Jones,Rob Gronkowski
107.3,Matthew Stafford,New England Patriots,Alfred Morris,Phillip Lindsay,Theo Riddick,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Rob Gronkowski
107.2,Case Keenum,Jacksonville Jaguars,T.J. Yeldon,Jalen Richard,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Kenny Golladay,George Kittle
